Client_ID,Age,Gender,Tenure_Years,Monthly_Spend,Complaints,Overdue_Payments,Revenue_Loss,Attrition_Risk
6fe39262-7453-40d3-b3f3-5000cf50a992,34,Female,3,705.62,0,1,811196.6047577733,High
c84cf023-e37c-4dd0-998e-cf00677148b6,59,Male,6,472.16,4,1,196451.0613938972,Low
e2471793-c4b4-4351-8874-c6cf7763d1ad,52,Male,9,662.18,0,1,571644.3250661402,High
c7667de1-0e7f-4e31-af38-f2ab0b8ec7b0,21,Female,1,466.9,1,1,3756885.4787344513,Medium
1a3637cd-7210-4415-ba93-39def8c25220,29,Female,8,557.27,0,0,220005.97656717105,Low
fce1be87-9403-42e8-a477-f5db3cbf8cdb,52,Female,6,605.83,1,3,809494.9855368624,High
e00a7da1-94b0-482a-9a83-fd78b76b003f,51,Female,3,458.07,0,1,544331.6929113157,Low
03bed4dc-73a0-4851-a8c0-d04e68b03673,30,Male,1,613.27,0,2,653238.7966206241,Low
86ebc210-c098-4a6d-ba8a-4ad502f38a70,43,Male,8,523.96,0,2,874950.1880884875,High
81ee5092-6bbd-4f34-b630-3b533a73d588,55,Male,4,546.0,1,1,227143.03680572505,Low
e3816516-933c-4652-9af1-f944d414d779,31,Male,7,247.16,0,4,827708.6235385842,High
8a1c2384-53f5-408a-8d0f-6a3f5cf2bedc,48,Male,4,568.86,0,1,786287.4176145297,Low
2b9c03cb-b256-4df6-b050-6d19f38c5c4c,54,Female,4,352.71,0,4,1408462.4396277503,Medium
f5df93c3-648e-4435-b797-bfb646e2cb0c,20,Female,6,297.94,0,1,848288.4664845236,Low
2268a930-26b2-4540-a2ad-3f8672ab6936,20,Male,7,517.98,0,2,986509.9667946632,High
8fd54652-fe3b-4efe-aaaf-58fa20e06f8a,56,Male,5,617.86,1,1,148714.583439508,Low
67d826f9-04bc-46b0-9fab-f1c0cc579552,25,Male,9,425.7,0,3,4538272.802495929,Medium
958f1990-1f57-4ed6-acd6-b8bdde50e1e9,58,Female,7,601.38,1,4,4035881.664697223,Medium
c3d8674a-103f-458e-afef-f8272f90afa0,60,Male,5,656.03,1,0,629510.5178920766,Low
87634ab3-ad6b-4710-b636-a448eae7c443,37,Male,2,520.34,1,1,972627.335374346,Low
43becae2-8258-4f48-aeaf-460a95259403,35,Female,1,463.78,1,1,1006686.5243360184,Medium
bf164492-b3e6-4926-8009-d90f3e73f333,24,Male,5,251.76,2,0,822893.4823288901,Low
c02f9cf3-3866-460e-993f-37a312c418a1,61,Male,5,541.37,2,0,381858.2739597555,Low
737b3c3d-6d1c-4b03-b7e1-7428389b2f5c,62,Female,1,363.89,1,2,966970.0520964606,Low
f364bb2b-0c49-4b7e-825c-d9ce539810e6,51,Male,7,701.32,0,2,986901.5176867218,Low
1affb849-bbbc-484d-9606-25ac2e009c89,21,Male,3,499.28,0,3,1161105.152070862,Medium
9cc29c2b-0591-4560-b141-8b6bb1916795,21,Female,4,405.0,1,1,4986149.538399435,Medium
0d3b2337-a0b5-406f-a1b2-a9a07301c87b,59,Female,6,516.96,0,2,617457.8314040276,High
75b2197e-ea6b-49e9-a895-232a3f9f18e2,61,Male,7,138.83,0,2,985062.8600071024,Low
24d69e05-d67f-4d98-a652-42cd746061b7,55,Male,4,226.29,0,1,410395.8602372066,Low
b7d18723-ec8f-4bc0-b2ea-5e78c3804d6c,58,Female,1,564.21,0,2,934542.0032735114,Low
226e3817-119a-4823-bff1-59e143d74898,31,Male,6,603.78,0,2,3993948.034636679,Medium
b7d71d2f-9eb8-449b-8a0a-54f81f2e5a66,66,Female,4,486.23,0,1,409429.8800364712,Low
9117ce0c-d2ba-4b07-bbda-8fcd6078ef5d,38,Female,8,328.23,0,0,302899.6930897211,Low
01e62780-015d-4320-8c7b-bbd80670210c,47,Female,8,917.85,0,0,674866.3473630138,Low
9b7df25d-2c2c-4f5e-96ef-123c53f671f5,20,Female,8,456.72,1,1,473882.0401289763,Low
e40d988f-3218-47c4-846a-a62c92b67281,34,Male,7,481.78,0,1,306972.015970645,Low
4049b11e-480d-446f-8e5b-3855f16d37ea,55,Male,7,487.96,0,1,654314.0030867533,Low
2afd3ef2-3f82-4f9e-8249-dcc5d5e6b340,32,Female,1,605.07,0,1,218565.75646520892,Low
43b14a2c-ab47-401e-a27f-f7bac10e841e,62,Female,5,448.79,0,1,235192.0958030004,Low
08186482-5dde-4e22-9a14-08ebec5f40c1,40,Male,4,268.29,1,1,1640831.6672939633,Medium
e6701ef5-5eab-4be2-a7f8-889c85a31fc3,31,Male,7,670.6,0,2,992301.5709263968,Low
3bfa1ffc-5a41-467f-8315-d7cde788f4bf,24,Female,9,725.74,0,1,3215209.801892592,Medium
ddca01ec-9716-4713-927c-df5bf279dfe0,26,Male,4,577.0,3,1,913733.6664507,Low
7abe819c-57a0-4421-a178-02ce6fa19110,24,Male,6,618.93,0,3,575605.2167486101,High
8ac12378-1c4c-4791-a6a5-1725238060ba,67,Female,5,571.42,0,0,742945.0544655102,Low
a831eb53-f685-44ee-90fd-ec6b2da1c00d,23,Female,4,671.23,1,2,4896988.446882259,Medium
86dff388-54fb-441f-b1f1-bdbb770ee0b6,32,Male,3,443.64,2,0,2540286.7978130425,Medium
2f90a6cf-8b18-49d8-8bbf-2a262bf6f44c,56,Female,2,541.34,1,2,681953.7828564787,Low
e83a0cb3-94de-46a5-9466-eed8084d7749,60,Female,8,853.4,1,1,279007.1292641646,Low
b2667951-0798-410d-956a-adf723ed94bc,34,Male,1,510.81,0,0,692482.6296834834,Low
88c5eadb-466d-4414-be73-c444bdcc2533,35,Female,4,431.88,0,2,982183.2490652682,Low
aa5a963b-1d76-40df-82a2-4aa7f15deb85,40,Male,8,504.86,1,0,2506626.0503986725,Medium
691b0e8c-fddf-4632-bd4f-169a43d8ff31,55,Female,9,679.67,0,2,2961942.676464827,Medium
6efc1f53-bfff-41bd-bfe9-e67cd5f73b6b,43,Male,4,565.03,0,1,213666.3205112924,Low
2fc1b0b1-fa83-41db-afcb-4585ad28a42e,35,Female,1,467.57,0,1,1756933.8916028524,Medium
88f04f21-7fb3-41e3-b728-87d5e05b9588,33,Male,9,246.56,1,3,997769.6047599408,Low
26020119-709d-4869-919c-2b9e100a4bbc,41,Female,9,562.61,0,2,209231.8811066193,Low
c9dc81e7-c363-49d3-bcf1-51bdce2485e0,68,Female,5,388.36,0,1,539192.2420924057,Low
f98cb679-ae30-448b-bfc4-407899ae3cfc,69,Male,8,607.48,0,2,993254.0848769924,High
3d76ca0a-fd75-483f-839e-6dd37e6b9134,25,Male,2,564.58,0,3,2637104.032103164,Medium
87de4e99-77e0-4f7a-982f-c3718fc184d7,61,Female,8,684.19,0,1,606340.2715113744,High
270f585b-951a-44f1-ab4b-8b14873525b4,55,Female,2,227.25,0,2,4030328.399149649,Medium
cc6259d6-50ce-4bc3-8ed7-a1c400e9c954,20,Female,3,918.22,0,0,827166.1222379892,High
40a6d9f3-aa93-4178-94f3-40103ce94d2f,51,Female,5,475.54,1,0,260507.4384336617,Low
88f5c0c9-fe5f-44eb-9a5b-745c7f014047,25,Female,8,375.23,0,1,3990717.5915731695,Medium
e20461c3-790b-4bd7-9faa-58e92b1e7c36,50,Female,3,659.21,1,0,4682029.380151565,Medium
e461e4dc-37c4-4b0b-a327-37ae99f55ceb,20,Male,4,638.65,2,1,115643.95751704488,Low
81206cd8-a906-48ec-9453-0a0db6d602e6,69,Female,5,562.23,1,1,796635.7524915705,Low
0450aed4-45da-4a01-8673-a8e2147b8bef,56,Male,8,742.21,1,1,369496.3576824203,Low
2a0b1793-e97b-46a2-af8d-e33252124807,54,Female,4,379.79,0,0,588332.7364901567,Low
57940f45-b665-47e2-a736-8e972dee427a,68,Female,9,583.69,1,1,575085.878526503,Low
9bfde7b0-498d-4438-91a0-cfc412c3bb85,49,Male,3,721.9,2,3,1931060.8583609895,Medium
61f493a7-1c4c-49dd-b9ac-d5ea6bc315bd,23,Male,8,198.63,0,1,4156468.4507328137,Medium
02e7be08-66b1-4986-9cad-25067f0c903d,54,Female,3,429.8,1,2,244004.8350122266,Low
e48d8f4d-643f-456a-8cb1-e83f1006bdfb,62,Female,8,410.99,0,1,969547.7471907416,Low
5516a1a3-8caf-474c-add0-c7a2c15adf28,33,Male,5,557.8,0,1,419750.37405857246,Low
f63cd8de-1528-4d3f-927c-530e759ed185,68,Female,3,325.44,0,2,869479.2748256964,High
c15134af-03c0-4d35-a245-042c95e5048d,59,Male,8,504.26,1,0,497439.444134676,Low
cf167fc3-48c7-4f31-a98b-163652ec84bd,41,Male,4,453.15,1,3,2894414.033829405,Medium
e510d68e-30d8-4a09-9cad-aefb70314694,29,Female,9,526.48,1,0,4468232.763891114,Medium
e604ce91-38d5-43cc-bb0e-6ab349499d62,20,Female,9,413.08,2,0,577389.0491654188,Low
dccb4330-198a-40ce-8cbb-f06b2885b678,30,Female,1,372.49,0,1,442111.2397088514,Low
df031e9f-f8ef-4cab-b3d8-71e3a0d73da5,63,Female,7,236.11,0,1,466729.6712879517,Low
3dc36ad1-cdef-4287-a131-30bc4babdf5e,43,Male,1,474.9,0,0,870909.5671707254,Low
8eed8ec3-89b0-4027-b796-ca1b46832ec4,22,Female,1,697.59,1,2,833384.5783475816,Low
3e25b406-1815-4bbc-bef0-fa132c1d6ef9,54,Male,4,554.11,0,0,1065485.630329765,Medium
a04586b3-abd1-4e32-98a3-17b23848c9c5,55,Male,8,241.67,1,0,293692.80757091177,Low
a3505f3a-7906-4fef-b42a-e01af63f69e1,50,Female,1,490.09,1,2,997305.82604007,High
05cc1ee4-e2bc-4beb-b838-ff6c6f594645,23,Female,9,574.49,0,1,980857.6001040617,Low
508dbc79-2fa6-4faf-835a-0f4358b33b79,38,Male,6,570.9,1,2,160697.60909281613,Low
a0e5ca9c-a80f-4cab-ae22-f94a3e8a08dc,66,Male,5,249.84,1,0,677533.5930820416,High
ac388a7a-16e7-4715-871f-97c4a096eab3,55,Male,1,484.8,1,2,151424.00313850594,Medium
96f48409-b324-4fc6-8d0c-2c88ad20da5b,40,Male,5,274.31,1,1,478651.8457992058,Low
dad9b25f-beaa-4816-9566-32bf9cd701e3,37,Male,8,318.36,2,2,1467875.911178778,Medium
e6d18055-b911-4962-80ce-fa450204f3f7,47,Male,6,255.89,0,2,623424.9911640551,Low
43dd0483-a1f5-4470-b9b9-4e6352765dbd,34,Male,7,414.82,1,1,760393.6788740944,Low
4a387bf8-4ce4-42df-a463-6b92ccc0fad9,61,Male,5,547.41,1,2,353693.32734197733,Low
499d1a9a-1300-4df7-b6ac-5f66b51c16c9,21,Female,9,262.71,0,1,290626.2014340634,Low
c2d895d2-bc45-4f0b-ab38-03daef4373e5,56,Male,5,547.08,2,0,4511110.555692226,Medium
cf32bbc0-7d84-4f8f-bed9-8544f092f347,30,Female,1,589.31,2,1,1585643.2273640614,Medium
2ab08ee3-5db6-475f-9f77-f03c4ab57638,42,Female,5,214.82,0,2,234201.50070864108,Low
cbd8a30b-ed6c-4255-850f-b7015dc1622c,63,Male,6,275.04,1,1,595197.8914747369,Low
11935a10-ef11-4bff-a282-b67c383594bb,60,Male,6,803.29,1,1,661043.7472849032,Low
d95c4b67-c8a4-4513-9e77-23ecd836f001,31,Female,9,470.05,0,0,621287.7485001064,Low
fcbcce74-d25b-4749-a99d-36d9dfc7934f,22,Female,7,330.74,1,2,3465934.469227089,Medium
2ef8c088-c35f-41a1-b70a-cff4311f7f83,36,Male,9,391.69,1,1,350730.6236232617,Low
d211dcf3-311f-460b-a9d4-d4a225df4218,52,Female,5,195.54,3,0,567327.8786242895,Low
3755490a-88af-4bf6-899a-875345349cba,20,Female,7,659.8,1,2,3362098.675515371,Medium
925db6eb-e541-4e6a-9cee-e49c975ff491,58,Female,5,580.08,0,1,132118.86621283987,Low
8fde7db7-16eb-469d-b256-410b1b7d47cc,39,Female,8,425.61,0,0,516234.55215685617,Low
636ae118-d072-459d-899d-66e4fdda4d9c,66,Male,1,618.96,0,0,481089.0341629925,Low
fb91cd6e-e835-4436-9a8e-1ce51e5b50e4,62,Male,6,403.75,0,2,570061.7252557089,Low
4cd560a6-7915-4cec-bdbd-bc9ee06c31db,60,Male,6,574.15,1,0,2689392.5868505714,Medium
657380ce-3b97-48d1-bdb0-42ad94950de4,33,Male,8,544.48,0,1,442143.5733955528,Low
790dc8f2-586c-463f-bbbf-716986826707,50,Female,3,617.65,0,1,976989.5993665692,Low
2b619c39-3078-44ff-b506-e50f0dad06b0,44,Female,6,460.91,0,0,3623455.675145124,Medium
f88ba918-2936-4ea2-8cca-a5f685cbfe3c,22,Female,7,676.53,0,1,1524336.1313285683,Medium
5d1a2fde-c9eb-4047-ada0-3d540389873c,23,Female,7,497.41,1,1,113029.97928302354,Low
036a56bc-766f-40fb-af92-52f3fc924724,50,Male,2,689.28,1,0,930046.6466449596,Low
3f82e428-210d-44a8-bf38-0a9f2e09f573,54,Male,1,568.66,0,1,164674.21742967336,Low
3a6f905c-f489-4d79-90a3-bd814baf33c3,63,Female,6,293.07,0,0,879225.6903962791,High
e3c4927e-e834-44b7-afe8-22b815b5c041,33,Male,3,377.69,0,0,283069.12092812726,Low
aab0b00b-b340-4b45-b11b-4b639b840ef9,68,Male,8,542.04,2,0,589700.1560949531,Low
0894ef77-29ec-447e-ad22-239cf801ddfb,60,Female,2,620.95,0,1,727957.2293063484,Low
b7fdf901-82c5-40cb-a228-153839f1b09d,28,Male,6,365.29,0,0,444510.94069109886,Medium
68884b35-97aa-4142-87eb-1e1df95bd267,39,Male,2,643.36,0,0,402492.7741067592,Low
2be6cec3-0d8e-451a-ad03-d5db0c10fc24,51,Male,1,327.1,0,0,671057.2667214457,Medium
407258bc-e67e-4179-a1f9-887c461fe16a,28,Male,9,680.28,0,1,352735.0940528275,Medium
84ffc58d-ac42-49f5-8a7f-84330290beee,46,Male,5,511.89,1,0,314132.2756115515,Low
357cd592-7279-4022-adbb-1a698e69e3d4,22,Female,5,647.29,1,1,560198.1039929413,High
617f3d82-01d9-428d-a3dd-2f7583e5a69f,23,Male,5,812.4,1,0,713736.6816750488,Low
72737950-7c2b-45f4-a929-a37ce55db738,64,Male,5,358.78,0,0,758140.8446538631,High
6a59d96f-78b2-4628-a919-5fe9ba4e9318,34,Male,4,403.3,0,0,790008.7021695718,Low
72d97173-4ebf-4c87-bc9a-88a2ab175446,52,Female,7,335.86,0,0,4103857.767426108,Medium
13e52bfc-5306-4d7f-b0a6-24b87a8c9cd4,24,Female,4,213.48,1,1,551705.8228313404,Low
8f54d037-df80-4fc3-86cb-53cfa1fd5a7d,23,Female,5,293.37,1,1,512163.19702630816,Low
fe64fc00-c12c-4ba1-8f40-01c7b1969bf5,65,Male,3,713.31,1,0,971233.3833245422,Low
3f3bfc5e-4bc9-440e-ac10-b2b5780ca6ab,31,Female,9,526.55,0,4,728815.7583901181,High
f2c494e1-6c8d-400b-843b-777a69224366,42,Male,2,431.63,0,0,308543.19901232666,Low
5c6a1561-b805-4bd5-99a7-de90351a39ca,33,Male,6,828.96,1,1,3251086.3071267027,Medium
5f3e3693-614a-47c9-8eb1-170286aa83e7,65,Female,3,383.1,0,3,945044.9163186222,Low
99ef40eb-6f86-4ba4-a9a2-8c7b2b6581a3,31,Male,9,709.68,1,0,718413.1430934278,Low
57085ead-13d0-43cc-b9c2-8a227f4aa2b9,36,Male,9,703.81,0,0,549234.6117827583,Low
5f95e45e-7be3-4d33-80c9-aa8acf40e458,44,Male,9,660.68,2,0,559510.647472981,Low
64e22fcc-505f-4d5a-a764-14f37da59027,49,Female,1,503.42,1,3,711942.6298565695,Low
b93515e6-b4a6-422e-8473-f0e9914c2aca,41,Female,8,539.79,0,0,885704.0534840452,Low
474924f0-c33a-49b3-92f0-ea56c7ad9fe3,66,Female,9,556.74,0,0,725461.3598850245,Medium
864c9092-dcaf-4cbe-b5e7-0e90d307f7d1,45,Male,3,393.72,0,0,758787.896810779,High
66d42a76-5734-4410-83b5-c67c4bdc8b42,36,Female,3,640.78,1,1,979919.981619748,Low
4be01971-5cd6-431d-afc5-9f47502e4f2f,39,Male,7,491.82,0,0,817883.8874798875,Low
5b1a3e17-e07f-4133-88c0-4d3cc170ec7a,53,Female,6,400.11,0,0,851151.7410009739,Medium
644adfb6-bfaf-4e61-9a99-90d653929dd9,60,Female,2,234.55,0,1,4579448.322853478,Medium
b3142816-437e-4ff4-ad45-09726e35d1d1,52,Female,6,340.26,1,1,630115.9998610592,High
f160af80-9e61-4bf2-b474-aa476ef0b456,56,Female,9,867.1,0,1,4054863.306674039,Medium
97803176-c38e-42c8-bb13-1c4d20f52237,26,Male,4,512.14,0,0,858837.7125919623,Low
94e5cf26-2968-4a3a-bd9f-205edef1789f,41,Male,5,588.87,1,1,717908.2202498659,Low
c2345a2b-56bf-45f2-b643-8e3920fca6bc,51,Female,8,118.76,1,0,895250.2369133387,High
1f75b1a1-a751-4a9a-bdc9-4b7e6209818a,33,Female,1,529.33,2,0,417220.5597639069,Low
4bc2ba4e-2dfd-409e-a307-73d1e9b8a9de,27,Female,1,617.6,1,1,820100.2458590714,Low
0363af67-3b08-4816-a190-b51e320f5d62,44,Male,8,585.73,0,0,102830.15055454832,Low
e1d9537a-f8f6-4b5b-8d82-22e78618375d,35,Female,9,457.4,1,1,723100.823701324,Low
031050ef-e849-4158-8bf7-43688452b446,61,Female,9,706.41,0,0,429419.9252764371,Low
12a26ee8-005c-48b1-ad8b-bc0807159b4c,38,Female,5,482.03,1,1,503920.8342836516,High
b9ba0b13-acac-4a09-8f39-1c673ac332d5,60,Female,2,373.6,1,1,292645.9681346379,Low
6968a722-5b85-4743-831d-57374fefb861,35,Female,6,528.27,0,0,310201.60547294153,Low
6801a2aa-4cfa-4239-b8d2-dd0051079153,31,Female,4,621.51,0,0,252964.22269568493,Low
88656964-9717-4e8d-b87c-6ac397d15c9d,58,Female,1,422.01,0,0,498670.07237098407,Low
5032d66d-ad30-4a51-b889-1fd2f8bc0b6a,67,Male,1,327.73,2,0,372840.27218435577,Medium
480b1145-f176-40c4-9a32-46f554260fef,49,Male,5,739.5,0,1,2121791.290603108,Medium
3c8178b8-f0b9-47e8-bed7-6a6a926598f7,21,Female,5,506.18,1,0,147860.60057341043,Medium
7558b912-277f-4e17-be16-850941f4259d,51,Female,5,327.16,1,0,827267.9066554836,Low
eda068cd-0825-4fb6-b847-a03a4d9aa775,64,Female,2,417.36,1,0,139310.8111440697,Low
122a98e6-cfd7-42e4-a9ae-4382a3fdf175,44,Female,2,529.46,3,1,2422527.7016472407,Medium
1fa39682-6c42-4af4-8491-dd4bedb81144,44,Male,9,395.78,0,0,326805.28110040445,Low
d468c53f-c2fe-401b-91a4-a0f1b4a7ebfe,23,Female,7,363.33,0,0,978140.2615236484,Low
69e3131e-f71e-47e7-a183-8226eae86874,38,Female,8,623.76,2,2,508412.0115515292,Low
16c32e90-96ce-4e10-ae8c-4d2e8b17aa52,67,Female,6,510.76,0,1,329769.4980975423,Low
aa3c239e-49ee-46c0-88da-26efba12bb92,23,Female,9,464.95,1,0,716227.6646171553,Low
f048160a-640e-4e74-81a3-3ff037a1290b,62,Male,7,665.53,0,2,655469.8527290677,Low
72a601df-ba5e-4b49-bf7f-9d7c6d8c91e3,32,Female,4,526.24,2,0,626953.534342479,Low
b298beb6-fbab-440a-95fd-ede2fc27d3c2,58,Male,5,628.84,0,1,654732.490376051,Medium
c3873a4d-bff5-4707-921c-6fffe9f48092,55,Female,8,694.54,0,2,4135392.342601194,Medium
ccd9f39d-5316-4ce7-ad35-ee0d7e34dcc5,42,Male,3,277.87,0,0,2884508.436134445,Medium
645cde6d-13fb-464d-844f-2213141a0eda,25,Male,3,568.07,0,2,509537.4451662264,Low
8d73c2d0-9b2a-4cbb-bf15-bfa94cc93f95,43,Male,8,444.11,0,1,1398650.0045870375,Medium
d89eb656-9c58-430f-93dd-aea38fe28cb5,63,Female,7,683.78,0,0,199000.7194782278,Low
515e20ee-e8fa-4bb5-b92f-f595dd46b018,52,Male,2,462.81,0,1,945820.5532587525,Low
7101994e-7e60-46a8-8437-5265f3043cfe,31,Male,9,655.14,1,1,2397581.7652835497,Medium
77429413-eb52-4a7c-996b-de79e5389425,60,Male,8,339.54,0,0,3353715.4735247297,Medium
90ebfd74-b499-442a-9b59-b2a9f660489d,40,Male,7,456.17,0,0,890066.9928692504,High
234ea8b2-6e27-4c8d-a903-5f4b689bb2e8,30,Male,8,541.35,0,2,2960011.070838788,Medium
bb659543-656d-42d1-89e7-c3af18e1edfb,63,Male,7,597.06,0,0,3677467.1687631537,Medium
8fd1fb38-eec6-4c9c-abb7-e8f80a0495dd,57,Female,5,290.97,1,2,867953.3378779772,Low
24a10ba7-7f0b-473d-8510-bf117b940250,48,Male,5,558.32,0,0,363245.02764401527,Low
937560d1-d1c9-4a82-9ba9-14b1e113c26e,67,Male,1,566.26,1,3,614189.3154665825,Low
91be523f-467e-4ec4-8462-8e9392eda131,60,Male,2,531.18,2,1,2611835.738254502,Medium
0941b3f3-584a-4f9d-a94d-04ea04ac04aa,22,Female,1,260.89,0,2,808162.1847698509,Low
8bb3d0e0-8c94-4f31-a3ac-d38ebd0bb068,47,Female,8,329.96,1,1,249850.25405061207,Low
d48c7134-7cf7-4762-9777-cc3a440876ba,39,Male,2,551.06,0,2,544532.2014502503,Low
b6410ffc-8aa9-4a9c-8508-76de12d754e6,45,Male,3,399.48,1,0,266441.74647947,Low
945636a9-b3c5-4fae-b895-f52f80a824d4,43,Male,1,574.22,0,0,882052.564583457,Low
de643afa-3508-4b90-9856-923f4125d449,66,Male,8,374.98,0,2,844224.1516610205,Low
0cc8de22-7ab7-41d9-b87b-c1c9ae55ae0a,40,Male,7,520.57,0,1,818054.3699603261,Low
8beada8e-7af3-45cb-8e7e-d7a43a128103,49,Male,4,430.67,0,1,1942737.3131795616,Medium
78c6ad2e-6bf4-4de2-af0c-d51fa5460718,23,Male,8,466.08,0,1,4477444.163578262,Medium
50c25a34-814f-4974-8798-e08eeb8b9965,55,Female,7,640.62,0,1,2075990.486984159,Medium
029a43e9-ee57-49a0-bd26-e52fb4eded28,59,Male,2,675.38,1,1,2779293.3866095827,Medium
81258f57-00bc-4fe8-952c-a726dd5a6c9d,29,Female,8,795.23,0,1,702192.8876269885,Low
d2017c57-b7a0-44e0-8b44-9bf0c39c7233,29,Female,5,637.53,1,1,2981684.7514170404,Medium
efd85fe7-485b-4db3-8c6b-239091656e70,61,Male,8,449.45,0,2,2135201.8781509963,Medium
42985caa-ef25-40b8-97ee-82ec5ac9de5a,43,Male,1,503.63,1,0,4370869.607808552,Medium
741b187a-0368-42cb-ac94-1fc9c6f87bf8,23,Male,7,381.01,0,1,342949.5120844591,Low
b94936ec-6fdd-44ad-8b77-711a1ae0bf74,66,Male,4,610.06,0,1,535537.1403941218,High
c2ae7461-c9ce-451d-ab7b-538f7b09126b,46,Female,4,301.95,0,0,616138.868516926,Low
6cc9b31c-984a-45aa-9f3a-6ac39711364c,64,Female,4,257.26,0,2,827979.4892649082,Low
8b96c957-fa94-4170-8a88-873bc8c8fff1,23,Male,6,461.48,0,0,176251.86167647233,Low
7701602e-215f-49df-9c98-3033b97b1519,51,Female,6,273.2,0,1,938456.5461082072,High
2c5d2372-6a65-4810-8cb6-0b5094febddb,29,Female,8,384.11,0,1,267390.40534148726,Low
dd6c2998-cb5d-4352-8437-44f63f28bb27,30,Male,9,579.14,0,0,4719387.975244187,Medium
